go_id,name_1006,namespace_1003
GO:0048579,"negative regulation of long-day photoperiodism, flowering",biological_process
GO:0004576,oligosaccharyl transferase activity,molecular_function
GO:0016485,protein processing,biological_process
GO:0034613,cellular protein localization,biological_process
GO:0080120,CAAX-box protein maturation,biological_process
GO:0009693,ethylene biosynthetic process,biological_process
GO:0017091,AU-rich element binding,molecular_function
GO:0042793,transcription from plastid promoter,biological_process
GO:0045036,protein targeting to chloroplast,biological_process
GO:0017089,glycolipid transporter activity,molecular_function
GO:0046836,glycolipid transport,biological_process
GO:0051861,glycolipid binding,molecular_function
GO:0008283,cell proliferation,biological_process
GO:0010311,lateral root formation,biological_process
GO:0007346,regulation of mitotic cell cycle,biological_process
GO:0010333,terpene synthase activity,molecular_function
GO:0009723,response to ethylene,biological_process
GO:0010279,indole-3-acetic acid amido synthetase activity,molecular_function
GO:0016023,cytoplasmic membrane-bounded vesicle,cellular_component
GO:0032940,secretion by cell,biological_process
GO:0019843,rRNA binding,molecular_function
GO:0009845,seed germination,biological_process
GO:0009933,meristem structural organization,biological_process
GO:0010162,seed dormancy process,biological_process
GO:0010182,sugar mediated signaling pathway,biological_process
GO:0019915,lipid storage,biological_process
GO:0033354,chlorophyll cycle,biological_process
GO:0090415,7-hydroxymethyl chlorophyll a reductase activity,molecular_function
GO:0005345,purine nucleobase transmembrane transporter activity,molecular_function
GO:0006863,purine nucleobase transport,biological_process
GO:0015853,adenine transport,biological_process
GO:0015854,guanine transport,biological_process
GO:0005319,lipid transporter activity,molecular_function
GO:0009926,auxin polar transport,biological_process
GO:0048364,root development,biological_process
GO:0048825,cotyledon development,biological_process
GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",molecular_function
GO:0032783,ELL-EAF complex,cellular_component
GO:0022857,transmembrane transporter activity,molecular_function
GO:0022891,substrate-specific transmembrane transporter activity,molecular_function
GO:0006855,drug transmembrane transport,biological_process
GO:0015238,drug transmembrane transporter activity,molecular_function
GO:0015297,antiporter activity,molecular_function
GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,molecular_function
GO:0006564,L-serine biosynthetic process,biological_process
GO:0006357,regulation of transcription from RNA polymerase II promoter,biological_process
GO:0032784,"regulation of DNA-templated transcription, elongation",biological_process
GO:0043169,cation binding,molecular_function
GO:0031369,translation initiation factor binding,molecular_function
GO:0046873,metal ion transmembrane transporter activity,molecular_function
GO:0008138,protein tyrosine/serine/threonine phosphatase activity,molecular_function
GO:0030983,mismatched DNA binding,molecular_function
GO:0010102,lateral root morphogenesis,biological_process
GO:0048354,mucilage biosynthetic process involved in seed coat development,biological_process
GO:0070062,extracellular exosome,cellular_component
GO:0009685,gibberellin metabolic process,biological_process
GO:0045487,gibberellin catabolic process,biological_process
GO:0052634,C-19 gibberellin 2-beta-dioxygenase activity,molecular_function
GO:0000902,cell morphogenesis,biological_process
GO:0010059,positive regulation of atrichoblast fate specification,biological_process
GO:0010063,positive regulation of trichoblast fate specification,biological_process
GO:0010071,root meristem specification,biological_process
GO:0048437,floral organ development,biological_process
GO:0048481,ovule development,biological_process
GO:0015996,chlorophyll catabolic process,biological_process
GO:0080183,response to photooxidative stress,biological_process
GO:0016036,cellular response to phosphate starvation,biological_process
GO:0080040,positive regulation of cellular response to phosphate starvation,biological_process
GO:0005784,Sec61 translocon complex,cellular_component
GO:0080008,Cul4-RING E3 ubiquitin ligase complex,cellular_component
GO:0018858,benzoate-CoA ligase activity,molecular_function
GO:0003883,CTP synthase activity,molecular_function
GO:0006221,pyrimidine nucleotide biosynthetic process,biological_process
GO:0044210,'de novo' CTP biosynthetic process,biological_process
GO:0006621,protein retention in ER lumen,biological_process
GO:0046923,ER retention sequence binding,molecular_function
GO:0000719,photoreactive repair,biological_process
GO:0004610,phosphoacetylglucosamine mutase activity,molecular_function
GO:0016868,"intramolecular transferase activity, phosphotransferases",molecular_function
GO:0071704,organic substance metabolic process,biological_process
GO:0000723,telomere maintenance,biological_process
GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,molecular_function
GO:0007172,signal complex assembly,biological_process
GO:0009934,regulation of meristem structural organization,biological_process
GO:0005313,L-glutamate transmembrane transporter activity,molecular_function
GO:0015181,arginine transmembrane transporter activity,molecular_function
GO:0015189,L-lysine transmembrane transporter activity,molecular_function
GO:0015802,basic amino acid transport,biological_process
GO:0015819,lysine transport,biological_process
GO:0051938,L-glutamate import,biological_process
GO:0035246,peptidyl-arginine N-methylation,biological_process
GO:0009686,gibberellin biosynthetic process,biological_process
GO:0009905,ent-copalyl diphosphate synthase activity,molecular_function
GO:0051504,diterpene phytoalexin precursor biosynthetic process pathway,biological_process
GO:0000271,polysaccharide biosynthetic process,biological_process
GO:0008361,regulation of cell size,biological_process
GO:0009825,multidimensional cell growth,biological_process
GO:0009932,cell tip growth,biological_process
GO:0010014,meristem initiation,biological_process
GO:0010015,root morphogenesis,biological_process
GO:0010087,phloem or xylem histogenesis,biological_process
GO:0010089,xylem development,biological_process
GO:0010487,thermospermine synthase activity,molecular_function
GO:0010817,regulation of hormone levels,biological_process
GO:0016768,spermine synthase activity,molecular_function
GO:0040007,growth,biological_process
GO:0043481,anthocyanin accumulation in tissues in response to UV light,biological_process
GO:0048759,xylem vessel member cell differentiation,biological_process
GO:0048765,root hair cell differentiation,biological_process
GO:0008469,histone-arginine N-methyltransferase activity,molecular_function
GO:0016277,[myelin basic protein]-arginine N-methyltransferase activity,molecular_function
GO:0019919,"peptidyl-arginine methylation, to asymmetrical-dimethyl arginine",biological_process
GO:0034970,histone H3-R2 methylation,biological_process
GO:0034971,histone H3-R17 methylation,biological_process
GO:0034972,histone H3-R26 methylation,biological_process
GO:0035241,protein-arginine omega-N monomethyltransferase activity,molecular_function
GO:0035242,protein-arginine omega-N asymmetric methyltransferase activity,molecular_function
GO:0000280,nuclear division,biological_process
GO:0006270,DNA replication initiation,biological_process
GO:0006346,methylation-dependent chromatin silencing,biological_process
GO:0007000,nucleolus organization,biological_process
GO:0009558,embryo sac cellularization,biological_process
GO:0010389,regulation of G2/M transition of mitotic cell cycle,biological_process
GO:0016458,gene silencing,biological_process
GO:0031048,chromatin silencing by small RNA,biological_process
GO:0034968,histone lysine methylation,biological_process
GO:0042023,DNA endoreduplication,biological_process
GO:0042127,regulation of cell proliferation,biological_process
GO:0051225,spindle assembly,biological_process
GO:0001558,regulation of cell growth,biological_process
GO:0010252,auxin homeostasis,biological_process
GO:0040014,regulation of multicellular organism growth,biological_process
GO:0090406,pollen tube,cellular_component
GO:0009815,1-aminocyclopropane-1-carboxylate oxidase activity,molecular_function
GO:0044036,cell wall macromolecule metabolic process,biological_process
GO:0004427,inorganic diphosphatase activity,molecular_function
GO:0006796,phosphate-containing compound metabolic process,biological_process
GO:0051276,chromosome organization,biological_process
GO:0035304,regulation of protein dephosphorylation,biological_process
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,molecular_function
GO:0009958,positive gravitropism,biological_process
GO:0004602,glutathione peroxidase activity,molecular_function
GO:0048868,pollen tube development,biological_process
GO:0002103,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",biological_process
GO:0009657,plastid organization,biological_process
GO:0005849,mRNA cleavage factor complex,cellular_component
GO:0006378,mRNA polyadenylation,biological_process
GO:2000012,regulation of auxin polar transport,biological_process
GO:0009902,chloroplast relocation,biological_process
GO:0034660,ncRNA metabolic process,biological_process
GO:0090351,seedling development,biological_process
GO:0040019,positive regulation of embryonic development,biological_process
GO:0050896,response to stimulus,biological_process
GO:0009722,detection of cytokinin stimulus,biological_process
GO:0071345,cellular response to cytokine stimulus,biological_process
GO:0009827,plant-type cell wall modification,biological_process
GO:0019900,kinase binding,molecular_function
GO:0045177,apical part of cell,cellular_component
GO:0070382,exocytic vesicle,cellular_component
GO:0080092,regulation of pollen tube growth,biological_process
GO:0008417,fucosyltransferase activity,molecular_function
GO:0010493,Lewis a epitope biosynthetic process,biological_process
GO:0032580,Golgi cisterna membrane,cellular_component
GO:0036065,fucosylation,biological_process
GO:0001708,cell fate specification,biological_process
GO:0004198,calcium-dependent cysteine-type endopeptidase activity,molecular_function
GO:0007062,sister chromatid cohesion,biological_process
GO:0007155,cell adhesion,biological_process
GO:0009880,embryonic pattern specification,biological_process
GO:0010072,primary shoot apical meristem specification,biological_process
GO:0010090,trichome morphogenesis,biological_process
GO:0010431,seed maturation,biological_process
GO:0045010,actin nucleation,biological_process
GO:0045595,regulation of cell differentiation,biological_process
GO:0008460,"dTDP-glucose 4,6-dehydratase activity",molecular_function
GO:0008831,dTDP-4-dehydrorhamnose reductase activity,molecular_function
GO:0009225,nucleotide-sugar metabolic process,biological_process
GO:0044237,cellular metabolic process,biological_process
GO:0045226,extracellular polysaccharide biosynthetic process,biological_process
GO:0050662,coenzyme binding,molecular_function
GO:0006406,mRNA export from nucleus,biological_process
GO:0007623,circadian rhythm,biological_process
GO:0010501,RNA secondary structure unwinding,biological_process
GO:0045087,innate immune response,biological_process
GO:0008253,5'-nucleotidase activity,molecular_function
GO:0009264,deoxyribonucleotide catabolic process,biological_process
GO:0000038,very long-chain fatty acid metabolic process,biological_process
GO:0006655,phosphatidylglycerol biosynthetic process,biological_process
GO:0009539,photosystem II reaction center,cellular_component
GO:0042335,cuticle development,biological_process
GO:0009521,photosystem,cellular_component
GO:0009767,photosynthetic electron transport chain,biological_process
GO:0016168,chlorophyll binding,molecular_function
GO:0018298,protein-chromophore linkage,biological_process
GO:0046914,transition metal ion binding,molecular_function
GO:1901671,positive regulation of superoxide dismutase activity,biological_process
GO:0046856,phosphatidylinositol dephosphorylation,biological_process
GO:0071949,FAD binding,molecular_function
GO:0015250,water channel activity,molecular_function
GO:0004797,thymidine kinase activity,molecular_function
GO:0071897,DNA biosynthetic process,biological_process
GO:0045039,protein import into mitochondrial inner membrane,biological_process
GO:0009543,chloroplast thylakoid lumen,cellular_component
GO:0010100,negative regulation of photomorphogenesis,biological_process
GO:0048608,reproductive structure development,biological_process
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,molecular_function
GO:0010262,somatic embryogenesis,biological_process
GO:0016602,CCAAT-binding factor complex,cellular_component
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process
GO:0048316,seed development,biological_process
GO:0000139,Golgi membrane,cellular_component
GO:0005198,structural molecule activity,molecular_function
GO:0030117,membrane coat,cellular_component
GO:0030126,COPI vesicle coat,cellular_component
GO:0030663,COPI-coated vesicle membrane,cellular_component
GO:0031410,cytoplasmic vesicle,cellular_component
GO:0030234,enzyme regulator activity,molecular_function
GO:0046863,"ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity",molecular_function
GO:0009908,flower development,biological_process
GO:0051082,unfolded protein binding,molecular_function
GO:0015824,proline transport,biological_process
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,biological_process
GO:0042631,cellular response to water deprivation,biological_process
GO:0009718,anthocyanin-containing compound biosynthetic process,biological_process
GO:0009745,sucrose mediated signaling,biological_process
GO:0031540,regulation of anthocyanin biosynthetic process,biological_process
GO:0046283,anthocyanin-containing compound metabolic process,biological_process
GO:0048573,"photoperiodism, flowering",biological_process
GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity,molecular_function
GO:0015936,coenzyme A metabolic process,biological_process
GO:0042282,hydroxymethylglutaryl-CoA reductase activity,molecular_function
GO:0006099,tricarboxylic acid cycle,biological_process
GO:0000900,"translation repressor activity, nucleic acid binding",molecular_function
GO:0017148,negative regulation of translation,biological_process
GO:0048438,floral whorl development,biological_process
GO:0009789,positive regulation of abscisic acid-activated signaling pathway,biological_process
GO:0004592,pantoate-beta-alanine ligase activity,molecular_function
GO:0015940,pantothenate biosynthetic process,biological_process
GO:0009739,response to gibberellin,biological_process
GO:0004332,fructose-bisphosphate aldolase activity,molecular_function
GO:0006096,glycolytic process,biological_process
GO:0005096,GTPase activator activity,molecular_function
GO:0048510,regulation of timing of transition from vegetative to reproductive phase,biological_process
GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+] activity,molecular_function
GO:0006072,glycerol-3-phosphate metabolic process,biological_process
GO:0009331,glycerol-3-phosphate dehydrogenase complex,cellular_component
GO:0046168,glycerol-3-phosphate catabolic process,biological_process
GO:0046486,glycerolipid metabolic process,biological_process
GO:0048653,anther development,biological_process
GO:0051287,NAD binding,molecular_function
GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",molecular_function
GO:0008380,RNA splicing,biological_process
GO:0048312,intracellular distribution of mitochondria,biological_process
GO:0006506,GPI anchor biosynthetic process,biological_process
GO:0006464,cellular protein modification process,biological_process
GO:0009107,lipoate biosynthetic process,biological_process
GO:0016415,octanoyltransferase activity,molecular_function
GO:0017118,lipoyltransferase activity,molecular_function
GO:0005375,copper ion transmembrane transporter activity,molecular_function
GO:0035434,copper ion transmembrane transport,biological_process
GO:0019867,outer membrane,cellular_component
GO:0045836,positive regulation of meiotic nuclear division,biological_process
GO:0000325,plant-type vacuole,cellular_component
GO:0015079,potassium ion transmembrane transporter activity,molecular_function
GO:0008375,acetylglucosaminyltransferase activity,molecular_function
GO:0003917,DNA topoisomerase type I activity,molecular_function
GO:0003918,DNA topoisomerase type II (ATP-hydrolyzing) activity,molecular_function
GO:0006265,DNA topological change,biological_process
GO:0006338,chromatin remodeling,biological_process
GO:0010016,shoot system morphogenesis,biological_process
GO:0010075,regulation of meristem growth,biological_process
GO:0019827,stem cell population maintenance,biological_process
GO:0048439,flower morphogenesis,biological_process
GO:0048645,organ formation,biological_process
GO:0004356,glutamate-ammonia ligase activity,molecular_function
GO:0006807,nitrogen compound metabolic process,biological_process
GO:0008935,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity",molecular_function
GO:0009234,menaquinone biosynthetic process,biological_process
GO:0042371,vitamin K biosynthetic process,biological_process
GO:0042372,phylloquinone biosynthetic process,biological_process
GO:0008180,COP9 signalosome,cellular_component
GO:0009585,"red, far-red light phototransduction",biological_process
GO:0010017,red or far-red light signaling pathway,biological_process
GO:0080153,negative regulation of reductive pentose-phosphate cycle,biological_process
GO:0005982,starch metabolic process,biological_process
GO:0009834,plant-type secondary cell wall biogenesis,biological_process
GO:0010413,glucuronoxylan metabolic process,biological_process
GO:0010417,glucuronoxylan biosynthetic process,biological_process
GO:0015020,glucuronosyltransferase activity,molecular_function
GO:0045492,xylan biosynthetic process,biological_process
GO:0080116,glucuronoxylan glucuronosyltransferase activity,molecular_function
GO:0045488,pectin metabolic process,biological_process
GO:0004140,dephospho-CoA kinase activity,molecular_function
GO:0015937,coenzyme A biosynthetic process,biological_process
GO:0006606,protein import into nucleus,biological_process
GO:0009220,pyrimidine ribonucleotide biosynthetic process,biological_process
GO:0009863,salicylic acid mediated signaling pathway,biological_process
GO:0060548,negative regulation of cell death,biological_process
GO:0000903,regulation of cell shape during vegetative growth phase,biological_process
GO:0007033,vacuole organization,biological_process
GO:0009660,amyloplast organization,biological_process
GO:0009959,negative gravitropism,biological_process
GO:0008134,transcription factor binding,molecular_function
GO:0009639,response to red or far red light,biological_process
GO:0010114,response to red light,biological_process
GO:0016707,gibberellin 3-beta-dioxygenase activity,molecular_function
GO:0006808,regulation of nitrogen utilization,biological_process
GO:0006816,calcium ion transport,biological_process
GO:0007030,Golgi organization,biological_process
GO:0009749,response to glucose,biological_process
GO:0010307,acetylglutamate kinase regulator activity,molecular_function
GO:0042304,regulation of fatty acid biosynthetic process,biological_process
GO:0042325,regulation of phosphorylation,biological_process
GO:2000013,regulation of arginine biosynthetic process via ornithine,biological_process
GO:0008373,sialyltransferase activity,molecular_function
GO:0009938,negative regulation of gibberellic acid mediated signaling pathway,biological_process
GO:0009773,photosynthetic electron transport in photosystem I,biological_process
GO:0005769,early endosome,cellular_component
GO:0005770,late endosome,cellular_component
GO:0010091,trichome branching,biological_process
GO:0043130,ubiquitin binding,molecular_function
GO:0043234,protein complex,cellular_component
GO:0003959,NADPH dehydrogenase activity,molecular_function
GO:0004324,ferredoxin-NADP+ reductase activity,molecular_function
GO:0008266,poly(U) RNA binding,molecular_function
GO:0009817,"defense response to fungus, incompatible interaction",biological_process
GO:0042651,thylakoid membrane,cellular_component
GO:0007067,mitotic nuclear division,biological_process
GO:0032147,activation of protein kinase activity,biological_process
GO:0060236,regulation of mitotic spindle organization,biological_process
GO:0009850,auxin metabolic process,biological_process
GO:0003887,DNA-directed DNA polymerase activity,molecular_function
GO:0008171,O-methyltransferase activity,molecular_function
GO:0004028,3-chloroallyl aldehyde dehydrogenase activity,molecular_function
GO:0004029,aldehyde dehydrogenase (NAD) activity,molecular_function
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,molecular_function
GO:0006081,cellular aldehyde metabolic process,biological_process
GO:0009612,response to mechanical stimulus,biological_process
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",molecular_function
GO:0019722,calcium-mediated signaling,biological_process
GO:0000162,tryptophan biosynthetic process,biological_process
GO:0009682,induced systemic resistance,biological_process
GO:0009684,indoleacetic acid biosynthetic process,biological_process
GO:0009759,indole glucosinolate biosynthetic process,biological_process
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function
GO:0052544,defense response by callose deposition in cell wall,biological_process
GO:0004076,biotin synthase activity,molecular_function
GO:0009102,biotin biosynthetic process,biological_process
GO:0006826,iron ion transport,biological_process
GO:0010106,cellular response to iron ion starvation,biological_process
GO:0004579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,molecular_function
GO:0018279,protein N-linked glycosylation via asparagine,biological_process
GO:0015172,acidic amino acid transmembrane transporter activity,molecular_function
GO:0015175,neutral amino acid transmembrane transporter activity,molecular_function
GO:0015399,primary active transmembrane transporter activity,molecular_function
GO:0015800,acidic amino acid transport,biological_process
GO:0015804,neutral amino acid transport,biological_process
GO:0000712,resolution of meiotic recombination intermediates,biological_process
GO:0007140,male meiosis,biological_process
GO:0007143,female meiotic division,biological_process
GO:0051321,meiotic cell cycle,biological_process
GO:0051205,protein insertion into membrane,biological_process
GO:0010277,chlorophyllide a oxygenase [overall] activity,molecular_function
GO:0012511,monolayer-surrounded lipid storage body,cellular_component
GO:0005212,structural constituent of eye lens,molecular_function
GO:0003988,acetyl-CoA C-acyltransferase activity,molecular_function
GO:0019395,fatty acid oxidation,biological_process
GO:0010197,polar nucleus fusion,biological_process
GO:0009556,microsporogenesis,biological_process
GO:0010152,pollen maturation,biological_process
GO:0010227,floral organ abscission,biological_process
GO:0019199,transmembrane receptor protein kinase activity,molecular_function
GO:0000155,phosphorelay sensor kinase activity,molecular_function
GO:0009553,embryo sac development,biological_process
GO:0023014,signal transduction by protein phosphorylation,biological_process
GO:0046474,glycerophospholipid biosynthetic process,biological_process
GO:0046540,U4/U6 x U5 tri-snRNP complex,cellular_component
GO:0019760,glucosinolate metabolic process,biological_process
GO:0042343,indole glucosinolate metabolic process,biological_process
GO:0005200,structural constituent of cytoskeleton,molecular_function
GO:0007017,microtubule-based process,biological_process
GO:0051258,protein polymerization,biological_process
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,molecular_function
GO:0030968,endoplasmic reticulum unfolded protein response,biological_process
GO:0043068,positive regulation of programmed cell death,biological_process
GO:0043069,negative regulation of programmed cell death,biological_process
GO:0004540,ribonuclease activity,molecular_function
GO:0006289,nucleotide-excision repair,biological_process
GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component
GO:0015991,ATP hydrolysis coupled proton transport,biological_process
GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function
GO:0006006,glucose metabolic process,biological_process
GO:0002229,defense response to oomycetes,biological_process
GO:0009873,ethylene-activated signaling pathway,biological_process
GO:0010120,camalexin biosynthetic process,biological_process
GO:0030295,protein kinase activator activity,molecular_function
GO:0045860,positive regulation of protein kinase activity,biological_process
GO:0003886,DNA (cytosine-5-)-methyltransferase activity,molecular_function
GO:0033897,ribonuclease T2 activity,molecular_function
GO:0045926,negative regulation of growth,biological_process
GO:0004506,squalene monooxygenase activity,molecular_function
GO:0000373,Group II intron splicing,biological_process
GO:0018024,histone-lysine N-methyltransferase activity,molecular_function
GO:0004033,aldo-keto reductase (NADP) activity,molecular_function
GO:0000796,condensin complex,cellular_component
GO:0007076,mitotic chromosome condensation,biological_process
GO:0015934,large ribosomal subunit,cellular_component
GO:0000028,ribosomal small subunit assembly,biological_process
GO:0042256,mature ribosome assembly,biological_process
GO:0003916,DNA topoisomerase activity,molecular_function
GO:0006268,DNA unwinding involved in DNA replication,biological_process
GO:0048451,petal formation,biological_process
GO:0048453,sepal formation,biological_process
GO:0006414,translational elongation,biological_process
GO:0006754,ATP biosynthetic process,biological_process
GO:0031408,oxylipin biosynthetic process,biological_process
GO:0016165,linoleate 13S-lipoxygenase activity,molecular_function
GO:0009694,jasmonic acid metabolic process,biological_process
GO:0009861,jasmonic acid and ethylene-dependent systemic resistance,biological_process
GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway",biological_process
GO:0010193,response to ozone,biological_process
GO:0070566,adenylyltransferase activity,molecular_function
GO:0080123,jasmonate-amino synthetase activity,molecular_function
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",molecular_function
GO:0005971,ribonucleoside-diphosphate reductase complex,cellular_component
GO:0009165,nucleotide biosynthetic process,biological_process
GO:0009202,deoxyribonucleoside triphosphate biosynthetic process,biological_process
GO:0010498,proteasomal protein catabolic process,biological_process
GO:0043189,H4/H2A histone acetyltransferase complex,cellular_component
GO:0004812,aminoacyl-tRNA ligase activity,molecular_function
GO:0004827,proline-tRNA ligase activity,molecular_function
GO:0006418,tRNA aminoacylation for protein translation,biological_process
GO:0006433,prolyl-tRNA aminoacylation,biological_process
GO:0046907,intracellular transport,biological_process
GO:0043266,regulation of potassium ion transport,biological_process
GO:2000021,regulation of ion homeostasis,biological_process
GO:0007154,cell communication,biological_process
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,biological_process
GO:0019901,protein kinase binding,molecular_function
GO:0019773,"proteasome core complex, alpha-subunit complex",cellular_component
GO:0015691,cadmium ion transport,biological_process
GO:0051238,sequestering of metal ion,biological_process
GO:0045489,pectin biosynthetic process,biological_process
GO:0048531,"beta-1,3-galactosyltransferase activity",molecular_function
GO:0004519,endonuclease activity,molecular_function
GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,molecular_function
GO:0009664,plant-type cell wall organization,biological_process
GO:0009504,cell plate,cellular_component
GO:0046373,L-arabinose metabolic process,biological_process
GO:0046556,alpha-L-arabinofuranosidase activity,molecular_function
GO:0015629,actin cytoskeleton,cellular_component
GO:0005451,monovalent cation:proton antiporter activity,molecular_function
GO:0006814,sodium ion transport,biological_process
GO:0004425,indole-3-glycerol-phosphate synthase activity,molecular_function
GO:0006568,tryptophan metabolic process,biological_process
GO:0019013,viral nucleocapsid,cellular_component
GO:0004084,branched-chain-amino-acid transaminase activity,molecular_function
GO:0009081,branched-chain amino acid metabolic process,biological_process
GO:0005315,inorganic phosphate transmembrane transporter activity,molecular_function
GO:0006817,phosphate ion transport,biological_process
GO:0004034,aldose 1-epimerase activity,molecular_function
GO:0019318,hexose metabolic process,biological_process
GO:0006352,"DNA-templated transcription, initiation",biological_process
GO:0015992,proton transport,biological_process
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",cellular_component
GO:0033180,"proton-transporting V-type ATPase, V1 domain",cellular_component
GO:0034220,ion transmembrane transport,biological_process
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function
GO:0009508,plastid chromosome,cellular_component
GO:0006007,glucose catabolic process,biological_process
GO:0006605,protein targeting,biological_process
GO:0008922,long-chain fatty acid [acyl-carrier-protein] ligase activity,molecular_function
GO:0030497,fatty acid elongation,biological_process
GO:0000228,nuclear chromosome,cellular_component
GO:0009294,DNA mediated transformation,biological_process
GO:0010188,response to microbial phytotoxin,biological_process
GO:0016872,intramolecular lyase activity,molecular_function
GO:0042406,extrinsic component of endoplasmic reticulum membrane,cellular_component
GO:0045430,chalcone isomerase activity,molecular_function
GO:0017069,snRNA binding,molecular_function
GO:0015780,nucleotide-sugar transport,biological_process
GO:0016630,protochlorophyllide reductase activity,molecular_function
GO:0006069,ethanol oxidation,biological_process
GO:0010286,heat acclimation,biological_process
GO:0046292,formaldehyde metabolic process,biological_process
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,molecular_function
GO:0080007,S-nitrosoglutathione reductase activity,molecular_function
GO:0030176,integral component of endoplasmic reticulum membrane,cellular_component
GO:0005669,transcription factor TFIID complex,cellular_component
GO:0010111,glyoxysome organization,biological_process
GO:0004575,sucrose alpha-glucosidase activity,molecular_function
GO:0031219,levanase activity,molecular_function
GO:0051670,inulinase activity,molecular_function
GO:0005834,heterotrimeric G-protein complex,cellular_component
GO:0007186,G-protein coupled receptor signaling pathway,biological_process
GO:0010541,acropetal auxin transport,biological_process
GO:0004022,alcohol dehydrogenase (NAD) activity,molecular_function
GO:0004326,tetrahydrofolylpolyglutamate synthase activity,molecular_function
GO:0006730,one-carbon metabolic process,biological_process
GO:0009396,folic acid-containing compound biosynthetic process,biological_process
GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process,biological_process
GO:0010423,negative regulation of brassinosteroid biosynthetic process,biological_process
GO:0006898,receptor-mediated endocytosis,biological_process
GO:0071705,nitrogen compound transport,biological_process
GO:0047134,protein-disulfide reductase activity,molecular_function
GO:0006569,tryptophan catabolic process,biological_process
GO:0006865,amino acid transport,biological_process
GO:0045549,9-cis-epoxycarotenoid dioxygenase activity,molecular_function
GO:0000413,protein peptidyl-prolyl isomerization,biological_process
GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,molecular_function
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",biological_process
GO:0010223,secondary shoot formation,biological_process
GO:0009630,gravitropism,biological_process
GO:0030131,clathrin adaptor complex,cellular_component
GO:0046274,lignin catabolic process,biological_process
GO:0052716,hydroquinone:oxygen oxidoreductase activity,molecular_function
GO:0000794,condensed nuclear chromosome,cellular_component
GO:0006312,mitotic recombination,biological_process
GO:0007129,synapsis,biological_process
GO:0009691,cytokinin biosynthetic process,biological_process
GO:0032204,regulation of telomere maintenance,biological_process
GO:0032504,multicellular organism reproduction,biological_process
GO:0042138,meiotic DNA double-strand break formation,biological_process
GO:0043247,telomere maintenance in response to DNA damage,biological_process
GO:0045132,meiotic chromosome segregation,biological_process
GO:0051026,chiasma assembly,biological_process
GO:0042819,vitamin B6 biosynthetic process,biological_process
GO:0042823,pyridoxal phosphate biosynthetic process,biological_process
GO:0006984,ER-nucleus signaling pathway,biological_process
GO:0010583,response to cyclopentenone,biological_process
GO:0005216,ion channel activity,molecular_function
GO:0005261,cation channel activity,molecular_function
GO:0030551,cyclic nucleotide binding,molecular_function
GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",molecular_function
GO:0017053,transcriptional repressor complex,cellular_component
GO:0003779,actin binding,molecular_function
GO:0007015,actin filament organization,biological_process
GO:0008290,F-actin capping protein complex,cellular_component
GO:0030036,actin cytoskeleton organization,biological_process
GO:0051016,barbed-end actin filament capping,biological_process
GO:0051693,actin filament capping,biological_process
GO:0071203,WASH complex,cellular_component
GO:0006596,polyamine biosynthetic process,biological_process
GO:0015145,monosaccharide transmembrane transporter activity,molecular_function
GO:0015749,monosaccharide transport,biological_process
GO:0008446,"GDP-mannose 4,6-dehydratase activity",molecular_function
GO:0019673,GDP-mannose metabolic process,biological_process
